original,vhat,vstar,expense_per_student,Total expenses,Institutional grants (funded)_per_dollar,Institutional grants (unfunded)_per_dollar,Sales and services of educational activities - Total_per_dollar,Sales and services of auxiliary enterprises - Total_per_dollar,Instruction-Total amount_per_dollar,Research-Total amount_per_dollar,Public service-Total amount_per_dollar,Academic support-Total amount_per_dollar,Student service-Total amount_per_dollar,Institutional support-Total amount_per_dollar,Auxiliary enterprises-Total amount_per_dollar,Net grant aid to students-Total amount_per_dollar
0.379413994518644,0.9910404086112976,0.5726446993110135,74166.15408150779,46392031.49993783,0.07369449552434286,0.38281978980883097,0.0,0.35948689882751134,0.24742919441313257,0.0,0.0,0.05674018159626701,0.2239629307309818,0.20305014909745622,0.1935624556992188,0.00353963807634015
1.55168777218598,1.55168777218598,1.55168777218598,51400.230588235296,10922549.0,0.0,0.066926074978774,0.0,0.1785848095836725,0.3096769200425041,0.0,0.0,0.0436229980138641,0.0848008708101622,0.3001836537118457,0.2617125056309353,0.0
0.0174127467064182,1.4208067655563354,0.4125721481358695,55479.501766863,43903310.66660698,0.013257992643255334,0.29813310822726863,0.0,0.0357279646627446,0.24380658036828745,0.0,0.0,0.07694905281434325,0.23015674094628796,0.21664694202455004,0.062054155854576284,0.0
0.95829270106815,1.5554245710372925,2.2914104032190394,45353.56186760281,5469523.499961192,0.0,0.20020608729503825,0.0,0.0,0.4348511553548834,0.0,0.0,0.06026677325161117,0.3215821763704101,0.18239992611049066,0.0,0.0
0.7942337692931244,1.4892668724060059,0.9249317592710484,49338.776953086104,22214008.333289944,0.1458255943873598,0.3186017342991928,0.0,0.18737445670646513,0.3283274769866642,0.0,0.0,0.08045775911850105,0.17750018316182048,0.1905924307005694,0.1679063099260102,0.0
-2.2492695405838523,-0.4298776388168335,-0.09463513189379835,297380.3425005635,3119203.166623168,0.13390455781354255,0.0,0.0,0.02700931432200447,0.18678295338635995,0.010392842746835917,0.015735168814759753,0.024142775289334555,0.1230685443161385,0.5242494530960166,0.037804129185464365,0.0791703961067386
0.1338931574095301,1.0219806432724,0.7868135487640412,69736.23177858531,9605200.16661726,0.11268045007145214,0.1694954060412852,0.0,0.20804832272468554,0.2950019209009188,0.0,0.0069411184839636335,0.047617905838314115,0.14636691090182746,0.1354357478372027,0.172909775557913,0.0
0.4977059753331032,0.9910404086112976,0.6433147736136492,74518.68742196393,29059493.83328991,0.0834225447740105,0.40880500194419284,0.0,0.22183539637442562,0.27026782682277206,0.0,0.0,0.030785477270606966,0.0994358644656528,0.24221632012763808,0.32421606298467986,0.0
-0.1315432269451632,0.9662987589836121,0.8178314145613943,71431.86564798601,53985258.66663114,0.1713292001161769,0.002053658391443274,0.005658452546162671,0.1751683041611815,0.24576493423103393,0.015159223553042478,0.003125526533339698,0.0810036319821113,0.09785972398808594,0.24528118831518053,0.061274425835982735,0.0
0.0666422797736436,1.0647395849227905,0.24688276547128374,67296.86161571278,167946225.33328018,0.015394827024798245,0.28912489646595263,0.0,0.16134608997953317,0.3137270067817998,0.0,0.013358072339773371,0.06933571632045969,0.17646492437947442,0.13173346627449387,0.05770109733242838,0.0
0.3285035080295177,0.9529484510421753,0.5802136645042721,77573.16117663772,42366624.16661065,0.029710560007073908,0.7821485964105162,0.0,0.3315687527329809,0.2495188433292271,0.0,0.0,0.0673370366587052,0.20715670163243718,0.21337139515806394,0.2102894209396059,0.03875720371336198
-0.4547742083836029,0.7333957552909851,0.8278636831518748,84745.62237224763,3005242.4999608113,0.006171817971368895,0.012346391639470879,0.02086002743462539,0.06667473035995988,0.25578238385052016,0.0,0.0,0.13115876936217882,0.23970099664641498,0.25557568368183,0.12054653797743255,0.0
0.3638892983960661,1.5337491035461426,0.7009240333279712,45935.477094783324,17534699.166612215,0.0,0.1277133020252067,0.0,0.2128430947284333,0.177368165313798,0.0,0.0024025887038396513,0.06830934885610165,0.19023895730088394,0.34924375714671707,0.1511636227669632,0.0
-0.4185832497649542,0.7444834113121033,-0.07741608972844571,92992.48866455829,132233559.9999634,0.025682029771879316,0.14602578923801993,0.0,0.1301964490080324,0.27545473673948123,0.1921293530117211,0.07626964753958704,0.04328449355763436,0.08038895356558184,0.1688093121052372,0.06232273078385094,0.001792924866019514
-1.0374477750317153,0.060615796595811844,0.03743807116933702,170415.81994875573,2904065.249518554,0.0,0.0182824286759604,0.0,0.002483085439289568,0.26902146205695715,0.047912782541309734,0.016283639581696645,0.031141470610942294,0.16456535310780723,0.3996218908939803,0.002255623688096597,0.0
-1.0815347314417365,0.3307594358921051,-0.08327926877141961,144842.47894039343,15768914.299203528,0.0338121196215164,0.1034190810259122,0.0,0.07861410056538336,0.31306035624683737,0.10120449293465562,0.0187233217698522,0.020469673018543053,0.1878820340717126,0.15210068374309535,0.13916381678112508,0.0
0.1483888040765348,0.7229819297790527,0.47858407280958154,87958.34582918009,37841473.999955334,0.4975434372546087,0.36166690555380054,0.0018567816509823603,0.21204802084343793,0.9344460108375375,0.03333995816658964,0.0,0.04929804324806681,0.3165555833839975,0.18062865309889,0.1816959281852281,0.0191738174853938
-0.7165387157420553,0.46853458881378174,-0.039905776278829214,117660.09129802337,15060997.666614555,0.004083150552028643,0.23966394413858003,0.0,0.07013516264377245,0.30185179421275327,0.0,0.04835242575322466,0.09545052424116407,0.1582422291717733,0.15600415558806913,0.0929310389781315,0.0
0.7643422903896903,1.521610975265503,1.0582747022692927,51920.910633007414,15928668.666611552,0.0008904541151931929,0.5089973593765489,0.0,0.14493509744901467,0.24298733230264247,0.0,0.0,0.05910860416787239,0.17867860998544452,0.33340245616360087,0.0702957456371796,0.0
0.4324854504674996,1.1294153928756714,0.5452763928709803,61018.494166955505,20396758.78832633,0.5277771250458617,0.0,0.0,0.1721897858623252,0.22836595336082663,0.0,0.0,0.06153267508771131,0.23244388831643678,0.23360803003257538,0.17064009532557106,0.0
0.1483888040765348,0.9863406419754028,1.4800889508213264,69750.63529081529,37841473.99995706,0.0011410800392286239,0.0,0.0,0.0,0.18442370861302398,0.0,0.0,0.01577755303758949,0.009347528630939609,0.021385906759142745,0.0,0.0
0.7317493723332904,1.9487789869308472,1.0682697030751929,32761.970213058,7857829.353723564,0.0,0.31190670606216575,0.0,0.13863747585852987,0.2536284359589386,0.0,0.0,0.10630148440642194,0.1251204303440115,0.3188568606017086,0.22702489791808203,0.0
