,unitid,log_sat75_per_dollar,log_act75_per_dollar,Total expenses,expense_per_student_per_dollar,Institutional grants (funded)_per_dollar,Institutional grants (unfunded)_per_dollar,Sales and services of educational activities - Total_per_dollar,Sales and services of auxiliary enterprises - Total_per_dollar,Instruction-Total amount_per_dollar,Research-Total amount_per_dollar,Public service-Total amount_per_dollar,Academic support-Total amount_per_dollar,Student service-Total amount_per_dollar,Institutional support-Total amount_per_dollar,Auxiliary enterprises-Total amount_per_dollar,Net grant aid to students-Total amount_per_dollar
0,-1.1746919102458904,0.28345702454774574,0.379413994518644,-0.17103012513917154,-0.23271638045474494,1.2061508747455842,0.4124904180054731,-0.2800204061013295,2.0272400789981706,-0.20568355495843796,-0.29677488177720984,-0.3292189379086429,-0.1730339980311565,0.6011217136340409,-0.015549441676236243,1.290769646766966,-0.038351210596442135
1,-1.1733021853252905,1.5282141703805519,1.5516877721859799,-0.2265802503345429,-0.21702706433238583,-0.5678653955114426,-0.9962117568442251,-0.2800204061013295,0.45474982176073875,-0.19902250716952374,-0.29677488177720984,-0.3292189379086429,-0.6267810870183762,-0.8065516421797188,1.0382279955675198,1.9446760265793361,-0.19477461172197225
2,-1.1721168317165436,0.11073346889705173,0.0174127467064182,-0.17492780686790824,-0.22882985771719278,-0.38884688997456845,0.025353287709562928,-0.2800204061013295,-0.6549709917031257,0.4193870520528335,-0.29677488177720984,-0.3292189379086429,-0.18366031237834543,0.6645770976194099,-0.01900171891913788,-0.15442011455430996,-0.19477461172197225
3,-1.170318364172238,0.9430125367233944,0.9582927010681501,-0.235120443984635,-0.12328643296041826,-0.5678653955114426,-0.40175159122580056,-0.2800204061013295,-1.4268354174135496,0.4649616397132587,-0.29677488177720984,-0.3292189379086429,-0.41954855662859136,1.7147555087970594,-0.3052679320477943,-1.4762228853294161,-0.19477461172197225
4,-1.1696030645807527,0.8083567985848674,0.7942337692931244,-0.20889626017186966,-0.22489715419863915,2.082840198735277,0.12676038273293483,-0.2800204061013295,0.7588820764692931,-0.2618063820282275,-0.29677488177720984,-0.3292189379086429,-0.1236773463260336,1.6946262523142601,-0.25242765547907636,0.5346486772880265,-0.19477461172197225
5,-1.1694191304000852,-1.8154238616304894,-2.2492695405838523,-0.23880137134989593,2.1396600493374542,1.231448584669182,-1.330312559965707,-0.2800204061013295,-1.1671564029255308,-1.1814638886283073,-0.047864880241952026,0.34839877247188744,-0.5468170547166274,-0.4847140339864451,2.8597403581674503,-1.0256943422048312,1.4435840403383053
6,-1.1685198966279322,0.26836697691142747,0.13389315740953014,-0.22864340117463886,-0.11990451164184446,0.9614435886835829,-0.5521047398557996,-0.2800204061013295,0.7784887245230674,0.15331409081604094,-0.29677488177720984,0.16415719172052817,-0.016086642489877862,-0.21954850550319152,-0.7670804227920426,0.7295610934567909,-0.19477461172197225
7,-1.1669666746578502,0.4296950054802513,0.4977059753331032,-0.198175281185269,-0.22407062571703837,0.5864641465243845,0.5831822149935537,-0.2800204061013295,0.764742017691915,-0.0010723383139199503,-0.29677488177720984,-0.3292189379086429,-0.873067153829175,-0.706872134970369,0.34893688796793587,2.497275619163175,-0.19477461172197225
8,-1.1647288087930607,-0.08838614398794085,-0.13154322694516324,-0.15913807907548205,-0.23301148121688434,1.7613020692898453,-1.3206607752411572,-0.04705821469905989,0.2676669048457351,-0.7850861747343733,0.06098055018883921,-0.19178858721435338,-0.1082884043856266,-0.7431031682180931,0.2535636692818061,-0.05331504423944758,-0.19477461172197225
9,-1.1633288653068683,-0.01874211505934394,0.06664227977364363,0.01934058820473209,-0.2516465667993419,-0.12012547623836309,-0.014066969152060169,-0.2800204061013295,0.12361976914440138,1.193520594506138,-0.29677488177720984,0.6862826365328079,-0.08906007112148308,0.09075341716991141,-0.8124707279157442,0.01489522972700437,-0.19477461172197225
10,-1.161438430672229,0.3300768303184594,0.3285035080295177,-0.17733447089129895,-0.23262538074238343,-0.08992976219069884,2.234561390252196,-0.2800204061013295,1.7627661897983673,-0.5997960361592228,-0.29677488177720984,-0.3292189379086429,-0.12723973803229546,0.4231278405669603,0.18538312349278485,1.5265367162481231,0.610147102672298
11,-1.1611625294012275,-0.24468424390815793,-0.4547742083836029,-0.23897984954733456,0.476806662547722,-0.4839137213067191,-1.2738326062411491,0.5663105402781972,-0.7845452757760144,-0.7337698712901753,-0.29677488177720984,-0.3292189379086429,0.6472391652414565,0.7750967152855873,1.2134613027467485,-0.0360158241609244,-0.19477461172197225
12,-1.1610705623108937,0.41760957172803204,0.36388929839606615,-0.21622470681712821,-0.20965665897298055,-0.5678653955114426,-0.7428740754219838,-0.2800204061013295,0.6392350207143901,-1.2285372600667717,-0.29677488177720984,-0.22260170956048653,-0.30340732497783834,0.259814162828761,1.9553027960740732,0.34440925478453094,-0.19477461172197225
13,-1.1599771757924806,-0.45645324483619365,-0.41858324976495426,-0.03659039500955829,-0.2459156994129933,-0.22256014669782298,-0.6672955100139589,-0.2800204061013295,-0.17922366026568642,-0.25164280277585177,4.166107674460296,2.9383895087357006,-0.6971741141842279,-0.9441302517052732,-0.3587220338178285,-0.7348841998186303,-0.1568932942456757
14,-1.1597932416118129,-1.0890014295047297,-1.0374477750317153,-0.23586289103637084,0.476806662547722,-0.5678653955114426,-1.246949071488735,-0.2800204061013295,-1.4023874127246172,-0.6519837625009206,0.819649814663696,0.3729620360875441,-0.8817288977456637,0.08626028246214425,3.1437130116987926,-1.4486707801995022,-0.19477461172197225
15,-1.156993354639428,-1.1711301171840034,-1.0815347314417365,-0.21732634670964326,-0.027907644553768512,-0.11356075667961407,-0.8605005536955431,-0.2800204061013295,-0.6731668366983816,-0.29079062918718607,2.05523535347,0.47482013769076986,-0.7937428847975884,0.6207267522650283,0.08506257150056545,0.17870802832198773,-0.19477461172197225
16,-1.1374043643983263,0.15064038527129317,0.14838880407653485,-0.18442148317816243,-0.22320437551397795,6.1881894679012355,0.3313210885165565,-0.20271455167548527,0.6294407378467983,3.6747246001075533,0.4876467829396383,-0.3292189379086429,0.12250937689764037,2.0642961135663485,1.7064620443725584,0.773869574014169,0.20676620872367774
17,-1.1271551431089029,-0.7334717607061425,-0.7165387157420553,-0.22009886618838428,-0.06208100909709862,-0.5122244342956497,-0.0021471278357184857,-0.2800204061013295,-0.7516522897078268,-0.057853564729535886,-0.29677488177720984,1.7525468545638094,0.38600862556638693,0.23072852597614765,-0.05357339940451308,-0.36670478508394516,-0.19477461172197225
18,-1.1239873877751827,0.8677003254421007,0.7643422903896903,-0.21873997315467866,-0.21336342854556156,-0.5550675585057603,0.9897386830151471,-0.2800204061013295,-0.03230810228872406,-0.8171120631826447,-0.29677488177720984,-0.3292189379086429,-0.4532432404886913,1.5679850306636922,1.7326262092470026,-0.6366638136335083,-0.19477461172197225
