,unitid,grtotlt,f2b02,f2c05,f2c06,f2d11,f2d12,f2e011,f2e021,f2e031,f2e041,f2e051,f2e061,f2e071,f2e081,expense_ps
0,100690,-20.505650507882226,1.0,0.0,0.09989721284046046,0.0,0.0,0.3256311341015426,0.0,0.0,0.06245491157794854,0.11826025127475213,0.4933764927472181,0.0,0.0,0.0027312548312290645
1,100937,-19.03401105419688,1.0,0.1202388532320829,0.34911308708982347,0.0,0.3278328305153009,0.3087307102154674,0.0,0.0,0.07077244145545412,0.20425607287033046,0.19766944243431117,0.2116860413840683,0.006885284455226612,0.0015397826537561813
2,101073,-18.711707647609444,1.0,0.0,0.06692607497877404,0.0,0.17858480958367257,0.30967692004250413,0.0,0.0,0.0436229980138641,0.08480087081016223,0.3001836537118457,0.2617125056309353,0.0,0.001998667554963358
3,101189,-20.406578489708583,1.0,0.012822933084104595,0.2672993738612024,0.0,0.07561846857786408,0.3948054485364552,0.0,0.0,0.0714385622372809,0.21021916721016204,0.19916706702859138,0.10021670796267013,0.0,0.0006733326600006733
4,101365,-19.40800899814603,1.0,0.0,0.18600655980360994,0.0,0.0,0.4039966644260693,0.0,0.0,0.05602252188878976,0.2987590692315336,0.16948487377373916,0.0,0.0,0.00205969628207366
5,101435,-18.584419776769874,1.0,0.17965889391866469,0.2918764998512575,0.0,0.20745057641930897,0.3007583953218709,0.0,0.0,0.07372564083999548,0.29705089993888995,0.17462531338145862,0.15383975051778515,0.0,0.0017057009774978681
6,101453,-17.912952386542134,1.0,0.12195347540416172,0.0,0.0,0.024646625828957706,0.1701199435603719,0.009746399441011083,0.014378511947949955,0.04840755536977687,0.11211201963492921,0.4773851163590445,0.03446724294276225,0.07211558678527887,0.02027972027972028
7,101541,-18.081279852425233,1.0,0.10365314094356631,0.1558882661494422,0.0,0.2093114804253342,0.3597267563450569,0.0,0.010469051304344673,0.08016320881461415,0.13461397412141388,0.12455855292691194,0.16875133315371998,0.0,0.004403409090909091
8,101675,-18.93721378191786,1.0,0.030826860915708982,0.11023678346554551,0.0,0.19121809127158856,0.2265213441250449,0.0,0.00685591368555801,0.07172897569865304,0.22177539243081762,0.25577450755096787,0.13178647476010874,0.0,0.0010882509958523264
9,101693,-19.413311531637287,1.0,0.07823787341375062,0.3833055580349837,0.0,0.20800675451085943,0.3377959789308787,0.0,0.0,0.02888674999460733,0.09325967670129699,0.23312762106323223,0.3039885937907739,0.0,0.0012044995202417166
10,102049,-20.82567820801087,1.0,0.030346809858638163,0.26366638534910725,0.0,0.14715663074662413,0.5074893377180913,0.0,0.02154814034165174,0.07579692631615283,0.1609462043362467,0.12014286592798205,0.11407652436749417,0.0,0.0004666641165895268
11,102058,-16.509857705627137,1.0,0.0,0.08705954121338039,0.07125561073451961,0.0011961075986059555,0.3769814388517789,0.0,0.0,0.07842077369320873,0.034728959378470155,0.13894230036337255,0.0,0.017263676690235322,0.003939075630252101
12,102234,-18.903128357836454,1.0,0.032393407790397274,0.7141049020328483,0.0,0.302731114069371,0.2527465596002073,0.0,0.0,0.07351248916477081,0.18915150760674446,0.21721668524883847,0.22972316907713655,0.03543021650159406,0.001575102517448334
13,102261,-18.121974376866895,1.0,0.005690056626045985,0.01131389563404617,0.019094299378502735,0.06096097070369529,0.23371541564449458,0.0,0.0,0.11985255765549702,0.21901959658829528,0.3172308058334727,0.11018162427824044,0.0,0.005277044854881266
14,102298,-18.494048260163847,1.0,0.0,0.21391214103540684,0.0,0.25265082246467546,0.24158427894286819,0.0,0.022239867899828587,0.04039779006717863,0.2498655165631645,0.3174888003732327,0.12842374615372742,0.0,0.001491620601912784
15,102377,-20.541407211607297,1.0,0.018207741749675935,0.1284740016054912,0.0,0.10431997082113975,0.2940749224335411,0.16650687499998812,0.06559879863581339,0.03693270964641008,0.06553105337468386,0.15866537706185993,0.051873627263325624,0.0031432157011585344,0.000642730217141993
16,102580,-15.810253940924886,1.0,0.012992328152145504,0.0006149777839275556,0.0,0.25249204372492046,0.22465753424657534,0.0,0.0,0.022912534784680902,0.0708786495087865,0.2397046569192688,0.2610969666220808,0.0,0.042218543046357616
